# name, date, code, BW,  frequency, maj, min, PA, rms, S_VLBI, S_core, S_core/S_VLBI, S_VLBI/S_RATAN, Core Size, z, T_b 
'J2129-1538', '2015-12-27', 'bp192d16', '256.0', '7624.0', 3.04, 1.29, 89.25, 0.92, 1.1, 1.09, 0.99, 0.99, 1.05 , 3.26 , 8.82949543055316
'J2129-1538', '2016-01-18', 'BA111M', '256.0', '43119.875', 0.91, 0.55, 104.6, 0.93, 0.33, 0.3, 0.91, 0.91, 0.31 , 3.26 , 0.8796782497819308
'J2129-1538', '2016-04-19', 'rv117', '32.0', '2305.25', 6.68, 3.43, 91., 0.97, 0.73, 0.73, 1., 1., 2.65 , 3.26 , 10.10563969109468
'J2129-1538', '2016-04-19', 'rv117', '32.0', '8635.75', 1.57, 0.85, 95.3, 1.28, 1.4, 1.4, 1., 1., 1.33 , 3.26 , 5.512351183945696
'J2129-1538', '2016-05-09', 'bp192e910', '256.0', '4344.0', 6.14, 2.47, 93.56, 1.06, 1.12, 1.12, 1., 1., 1.59 , 3.26 , 12.144436343007174
'J2129-1538', '2016-05-09', 'bp192e910', '256.0', '7624.0', 3.55, 1.45, 93.3, 0.98, 1.19, 1.18, 0.99, 0.99, 1.05 , 3.26 , 9.559657356110437
'J2129-1538', '2016-06-27', 's7104a03', '256.0', '7624.0', 3.56, 1.32, 82.94, 0.94, 1.38, 1.36, 0.99, 0.99, 1.13 , 3.26 , 9.584452913376332
'J2129-1538', '2017-01-16', 'UF001A', '128.0', '2291.875', 15.17, 4.43, 66.25, 2.08, 0.88, 0.88, 1., 1., 2.75 , 3.26 , 11.542611919371737
'J2129-1538', '2017-01-16', 'UF001A', '384.0', '8667.875', 3.96, 1.13, 65.2, 1.33, 1.31, 1.3, 0.99, 0.99, 1.09 , 3.26 , 7.562115894976138
'J2129-1538', '2017-01-21', 'UF001B', '128.0', '2291.875', 7.21, 2.93, 90.8, 1.79, 0.65, 0.65, 1., 1., 2.14 , 3.26 , 13.959667831394135
'J2129-1538', '2017-01-21', 'UF001B', '384.0', '8667.875', 1.79, 0.73, 90.6, 1.23, 1.28, 1.28, 1., 1., 1.33 , 3.26 , 5.007766142116471
'J2129-1538', '2017-02-19', 'UF001C', '128.0', '2291.875', 8.05, 3.08, 95.6, 2.35, 0.71, 0.71, 1., 1., 2.36 , 3.26 , 12.551838779475597
'J2129-1538', '2017-02-19', 'UF001C', '384.0', '8667.875', 2.2, 0.87, 90.06, 3.25, 1.11, 1.08, 0.97, 0.97, 1.14 , 3.26 , 5.7730057840268545
'J2129-1538', '2017-03-23', 'UF001E', '128.0', '2291.875', 9.05, 3.53, 89.44, 1.13, 0.77, 0.77, 1., 1., 2.74 , 3.26 , 10.17328743151081
'J2129-1538', '2017-03-23', 'UF001E', '384.0', '8667.875', 2.38, 0.94, 88.75, 0.72, 1.44, 1.43, 0.99, 0.99, 1.34 , 3.26 , 5.538472679271763
'J2129-1538', '2017-03-27', 'UF001F', '128.0', '2291.875', 8.62, 3.74, 84.1, 1.96, 0.67, 0.67, 1., 1., 2.13 , 3.26 , 14.732512024937293
'J2129-1538', '2017-03-27', 'UF001F', '384.0', '8667.875', 2.44, 1.09, 78.3, 3.16, 1.11, 1.11, 1., 1., 1.01 , 3.26 , 7.49467084373718
'J2129-1538', '2017-04-25', 'rv122', '32.0', '2305.25', 5.5, 2.6, 74., 1.08, 0.86, 0.86, 1., 1., 2.99 , 3.26 , 9.40604874851218
'J2129-1538', '2017-04-25', 'rv122', '32.0', '8635.75', 1.39, 0.67, 82.25, 1.12, 1.52, 1.52, 1., 1., 1.43 , 3.26 , 5.194853470325738
'J2129-1538', '2017-05-01', 'UF001H', '128.0', '2291.875', 8.72, 3.57, 92.7, 0.85, 0.46, 0.46, 1., 1., 2.09 , 3.26 , 10.368609809272296
'J2129-1538', '2017-05-01', 'UF001H', '384.0', '8667.875', 2.16, 0.91, 92.4, 0.63, 1.45, 1.45, 1., 1., 1.37 , 3.26 , 5.33916106787573
'J2129-1538', '2017-05-31', 'UF001J', '128.0', '2291.875', 7.59, 3.15, 90.25, 1.82, 0.72, 0.72, 1., 1., 2.38 , 3.26 , 12.575914192689268
'J2129-1538', '2017-05-31', 'UF001J', '384.0', '8667.875', 2.03, 0.86, 86.44, 2.95, 1.11, 1.1, 0.98, 0.98, 1.18 , 3.26 , 5.454332765164721
'J2129-1538', '2017-06-10', 'UF001K', '128.0', '2291.875', 8.44, 3.29, 92.94, 1.14, 0.75, 0.75, 1., 1., 2.74 , 3.26 , 9.860266559081689
'J2129-1538', '2017-06-10', 'UF001K', '384.0', '8667.875', 2.17, 0.87, 90.75, 0.6, 1.53, 1.53, 1., 1., 1.37 , 3.26 , 5.637175937998999
'J2129-1538', '2017-06-15', 'UF001L', '384.0', '8667.875', 3.62, 0.84, 60.78, 0.68, 0.42, 0.42, 1., 1., 0.16 , 3.26 , 111.53308096058772
'J2129-1538', '2017-06-28', 'rv123', '32.0', '2305.25', 3.95, 3.31, 65.4, 1.19, 0.86, 0.86, 1., 1., 3.01 , 3.26 , 9.268641687420033
'J2129-1538', '2017-06-28', 'rv123', '32.0', '8635.75', 0.95, 0.71, 41.9, 1.68, 1.43, 1.04, 0.73, 0.73, 0.51 , 3.26 , 27.472139644946168
'J2129-1538', '2017-07-16', 'UF001N', '384.0', '8667.875', 2.47, 0.92, 85.56, 5.54, 1.05, 1.05, 1., 1., 1.14 , 3.26 , 5.537049406813784
'J2129-1538', '2017-07-17', 'rv124', '32.0', '2305.25', 10.6, 4.69, 97.1, 0.96, 0.79, 0.79, 1., 1., 2.76 , 3.26 , 10.154595950753436
'J2129-1538', '2017-07-17', 'rv124', '32.0', '8635.75', 2.79, 1.24, 100.25, 1.71, 1.56, 1.56, 1., 1., 1.3 , 3.26 , 6.474491836329305
'J2129-1538', '2017-08-05', 'UF001O', '128.0', '2291.875', 9.43, 3.56, 93.4, 1.09, 0.87, 0.87, 1., 1., 2.87 , 3.26 , 10.490649198584729
'J2129-1538', '2017-08-05', 'UF001O', '384.0', '8667.875', 2.29, 0.98, 90.5, 0.61, 1.5, 1.49, 0.99, 0.99, 1.33 , 3.26 , 5.781604956370399
'J2129-1538', '2017-08-12', 'UF001P', '128.0', '2291.875', 9.02, 3.74, 87.9, 1.17, 0.71, 0.71, 1., 1., 2.42 , 3.26 , 12.05897830681796
'J2129-1538', '2017-08-12', 'UF001P', '384.0', '8667.875', 2.34, 1.03, 84.7, 0.75, 1.54, 1.52, 0.99, 0.99, 1.35 , 3.26 , 5.810976988658056
'J2129-1538', '2017-09-06', 'rv126', '32.0', '2313.25', 7.5, 3.75, 78.3, 1.77, 0.88, 0.88, 1., 1., 2.66 , 3.26 , 12.029154794117149
'J2129-1538', '2017-09-06', 'rv126', '32.0', '8635.75', 1.82, 0.97, 86.25, 1.38, 1.53, 1.37, 0.9, 0.9, 0.56 , 3.26 , 30.396361674596367
'J2129-1538', '2017-09-26', 'UF001R', '128.0', '2291.875', 17.38, 3.84, 107.06, 1.09, 0.7, 0.7, 1., 1., 4.17 , 3.26 , 3.972765973036917
'J2129-1538', '2017-09-26', 'UF001R', '384.0', '8667.875', 4.11, 1.03, 107.5, 0.62, 1.42, 1.42, 1., 1., 1.44 , 3.26 , 4.698610661748274
'J2129-1538', '2017-10-09', 'UF001S', '128.0', '2291.875', 15.84, 3.58, 109.06, 1.71, 0.7, 0.7, 1., 1., 5.66 , 3.26 , 2.175498868485067
'J2129-1538', '2017-10-09', 'UF001S', '384.0', '8667.875', 3.84, 1.01, 109.75, 0.96, 1.52, 1.52, 1., 1., 1.45 , 3.26 , 4.9845488473252795
'J2129-1538', '2017-10-21', 'UF001T', '384.0', '8667.875', 4.7, 1.25, 107., 3.17, 0.48, 0.46, 0.96, 0.96, 0.46 , 3.26 , 15.437865778770941
'J2129-1538', '2018-03-26', 'ug002d', '384.0', '8652.0', 2.34, 0.9, 94.1, 0.95, 1.65, 1.65, 1., 1., 1.34 , 3.26 , 6.375589430406343
'J2129-1538', '2018-03-26', 'ug002d', '96.0', '2252.0', 9.73, 3.71, 91.8, 1.42, 0.93, 0.93, 1., 1., 2.68 , 3.26 , 13.32559675962634
'J2129-1538', '2018-04-01', 'bs264a3', '128.0', '2276.0', 9.09, 3.62, 97.06, 0.76, 0.86, 0.86, 1., 1., 2.71 , 3.26 , 11.779916408537684
'J2129-1538', '2018-04-01', 'bs264a3', '384.0', '8652.0', 2.29, 0.98, 96.2, 0.36, 1.85, 1.83, 0.99, 0.99, 1.36 , 3.26 , 6.891852309585081
'J2129-1538', '2018-04-29', 'ug002f', '384.0', '8652.0', 1.85, 0.85, 90.4, 1.66, 1.49, 1.49, 1., 1., 1.32 , 3.26 , 5.947670205229391
'J2129-1538', '2018-04-29', 'ug002f', '96.0', '2252.0', 7.64, 3.37, 89.44, 1.78, 0.88, 0.88, 1., 1., 2.84 , 3.26 , 11.115878600777414
'J2129-1538', '2018-05-07', 'ug002g', '384.0', '8652.0', 3.32, 0.79, 63.06, 1.25, 0.93, 0.93, 1., 1., 0.06 , 3.26 , 2071.569139685878
'J2129-1538', '2018-05-19', 'ug002h', '384.0', '8652.0', 2.02, 0.77, 96.94, 0.77, 1.63, 1.63, 1., 1., 1.35 , 3.26 , 6.237144442400177
'J2129-1538', '2018-05-19', 'ug002h', '96.0', '2252.0', 8.35, 3.17, 94.4, 1.35, 0.85, 0.85, 1., 1., 2.51 , 3.26 , 13.902108442683982
'J2129-1538', '2018-06-03', 'ug002i', '384.0', '8652.0', 2.17, 0.76, 101.06, 1.8, 1.63, 1.6, 0.98, 0.98, 1.33 , 3.26 , 6.321421819656057
'J2129-1538', '2018-06-03', 'ug002i', '96.0', '2252.0', 7.82, 2.99, 93.25, 1.48, 0.91, 0.91, 1., 1., 2.64 , 3.26 , 13.276934855949015
'J2129-1538', '2018-06-09', 'ug002j', '384.0', '8652.0', 2.13, 0.87, 100.5, 0.75, 1.46, 1.46, 1., 1., 1.35 , 3.26 , 5.580631134465202
'J2129-1538', '2018-06-09', 'ug002j', '96.0', '2252.0', 9.17, 3.6, 98.9, 1.41, 0.87, 0.87, 1., 1., 2.76 , 3.26 , 11.684505899435123
'J2129-1538', '2018-07-01', 'ug002k', '384.0', '8652.0', 2.11, 0.81, 95.06, 4.05, 1.3, 1.3, 1., 1., 1.11 , 3.26 , 7.2617578049134
'J2129-1538', '2018-07-01', 'ug002k', '96.0', '2252.0', 8.17, 3.02, 93.6, 2.37, 0.87, 0.87, 1., 1., 2.35 , 3.26 , 16.201075749823108
'J2129-1538', '2018-07-05', 'ug002l', '384.0', '8652.0', 2.1, 0.81, 95.1, 4.05, 1.32, 1.32, 1., 1., 1.12 , 3.26 , 7.375263265095882
'J2129-1538', '2018-07-27', 'ug002m', '384.0', '8652.0', 1.82, 0.71, 94.2, 1.12, 1.46, 1.46, 1., 1., 1.31 , 3.26 , 5.871410836821608
'J2129-1538', '2018-07-27', 'ug002m', '96.0', '2252.0', 7.6, 2.89, 92.3, 1.27, 0.9, 0.9, 1., 1., 2.56 , 3.26 , 14.084760413345338
'J2129-1538', '2018-07-31', 'ug002n', '384.0', '8652.0', 2.21, 0.84, 90.44, 2.45, 1.36, 1.34, 0.99, 0.99, 1.21 , 3.26 , 6.370437525603948
'J2129-1538', '2018-07-31', 'ug002n', '96.0', '2252.0', 9.14, 3.41, 89.5, 1.64, 0.87, 0.87, 1., 1., 2.44 , 3.26 , 14.951449426161872
'J2129-1538', '2018-08-10', 'ug002o', '384.0', '8652.0', 2.17, 0.87, 84.1, 1.61, 1.4, 1.4, 1., 1., 1.2 , 3.26 , 6.7291012777815284
'J2129-1538', '2018-08-10', 'ug002o', '96.0', '2252.0', 9.41, 3.63, 85.06, 1.8, 0.84, 0.84, 1., 1., 2.18 , 3.26 , 18.10050126408839
'J2129-1538', '2018-08-14', 'bp222c2', '128.0', '2276.0', 8.89, 3.55, 97.5, 1.34, 0.86, 0.86, 1., 1., 2.48 , 3.26 , 14.042602476400516
'J2129-1538', '2018-08-14', 'bp222c2', '384.0', '8652.0', 2.31, 0.95, 97.06, 1.37, 1.52, 1.5, 0.98, 0.98, 1.2 , 3.26 , 7.185308223708298
'J2129-1538', '2018-09-02', 'ug002p', '128.0', '2276.0', 7.95, 3.33, 84.75, 1.88, 0.66, 0.66, 1., 1., 2.26 , 3.26 , 13.052315597755882
'J2129-1538', '2018-09-02', 'ug002p', '384.0', '8652.0', 1.99, 0.85, 83.8, 1.22, 1.37, 1.37, 1., 1., 1.18 , 3.26 , 6.825394790268055
'J2129-1538', '2018-09-20', 'ug002q', '128.0', '2276.0', 7.25, 3.53, 86., 1.25, 0.73, 0.73, 1., 1., 2.58 , 3.26 , 10.984547524102899
'J2129-1538', '2018-09-20', 'ug002q', '384.0', '8652.0', 1.75, 0.87, 85.6, 0.74, 1.56, 1.55, 0.99, 0.99, 1.34 , 3.26 , 5.963085870392598
'J2129-1538', '2018-09-24', 'ug002r', '384.0', '8652.0', 1.73, 0.76, 94.8, 1.64, 1.54, 1.51, 0.99, 0.99, 1.3 , 3.26 , 6.206944071179184
'J2129-1538', '2018-11-18', 'ug002t', '384.0', '8652.0', 3.88, 1.5, 94.7, 1.83, 0.69, 0.68, 0.98, 0.98, 1.03 , 3.26 , 4.5000254099145405
'J2129-1538', '2019-01-21', 'ug002x', '384.0', '8652.0', 1.85, 0.77, 96., 1.03, 1.48, 1.46, 0.99, 0.99, 1.32 , 3.26 , 5.76994872465736
'J2129-1538', '2019-01-21', 'ug002x', '96.0', '2252.0', 7.93, 3.22, 93.8, 1.4, 0.75, 0.75, 1., 1., 2.77 , 3.26 , 9.976773450832242
'J2129-1538', '2020-02-02', 'bp245t', '256.0', '4344.0', 9.91, 2.44, 65.9, 4.85, 1.07, 1.07, 1., 1., 1.06 , 3.26 , 26.27335222585652
'J2129-1538', '2020-02-02', 'bp245t', '256.0', '7624.0', 2.69, 1.1, 83.94, 2.13, 1.77, 1.67, 0.94, 0.94, 1.31 , 3.26 , 8.635595214468388
'J2129-1538', '2020-09-11', 'br235a2', '256.0', '4344.0', 4.38, 1.66, 93.4, 1.22, 1.61, 1.61, 1., 1., 1.44 , 3.26 , 21.316154924791416
'J2129-1538', '2020-09-11', 'br235a2', '256.0', '7624.0', 2.35, 0.89, 93., 1.19, 1.53, 1.52, 0.99, 0.99, 1.22 , 3.26 , 9.117016819542725
'J2129-1538', '2020-09-11', 'br235a2', '256.0', '7624.0', 2.36, 0.89, 92.8, 0.92, 1.52, 1.51, 0.99, 0.99, 1.2 , 3.26 , 9.295286327332043
'J2129-1538', '2020-09-22', 'rv143', '64.0', '2315.25', 4.66, 2.4, 71.94, 0.61, 0.5, 0.5, 1., 1., 2.6 , 3.26 , 7.0740277376837755
'J2129-1538', '2020-09-22', 'rv143', '64.0', '8635.75', 1.42, 0.78, 89.9, 1.81, 1.72, 1.72, 1., 1., 1.14 , 3.26 , 9.269080975674099
'J2129-1538', '2021-01-27', 'rv145', '64.0', '2277.75', 21.86, 4.61, 102.94, 1.26, 0.39, 0.39, 1., 1., 3.8 , 3.26 , 2.74384241392586
'J2129-1538', '2021-01-27', 'rv145', '64.0', '8635.75', 4.37, 0.94, 99.9, 2.12, 1.43, 1.15, 0.8, 0.8, 0.9 , 3.26 , 9.972348109950804
'J2129-1538', '2021-07-07', 'rv148', '64.0', '2277.75', 8.23, 3.28, 78.4, 1.26, 0.8, 0.8, 1., 1., 2.63 , 3.26 , 11.58703626174546
'J2129-1538', '2021-07-07', 'rv148', '64.0', '8635.75', 2.42, 1., 87.44, 1.21, 1.47, 1.29, 0.87, 0.87, 0.83 , 3.26 , 12.982488178599713
'J2129-1538', '2022-02-16', 'rv152', '64.0', '2277.75', 10.34, 3.62, 98.44, 0.77, 0.41, 0.41, 1., 1., 1.87 , 3.26 , 11.771191625850621
'J2129-1538', '2022-02-16', 'rv152', '64.0', '8635.75', 1.54, 0.88, 93.75, 0.85, 1.78, 1.51, 0.85, 0.85, 0.79 , 3.26 , 16.78439281403657
'J2129-1538', '2022-11-29', 'bp252b5', '512.0', '4352.0', 4.02, 1.35, 93.9, 1.3, 1.4, 1.4, 1., 1., 1.2 , 3.26 , 26.661574049018284
'J2129-1538', '2022-11-29', 'bp252b5', '512.0', '7616.0', 2.32, 0.78, 93.4, 1.11, 1.32, 1.32, 1., 1., 0.98 , 3.26 , 12.284660501529217
'J2134-0419', '2015-09-01', 'bp192a6', '256.0', '4344.0', 6.13, 1.91, 104., 0.61, 0.09, 0.09, 1., 1., 1.59 , 4.34 , 1.2023017376225287
'J2134-0419', '2015-09-01', 'bp192a6', '256.0', '7624.0', 3.46, 1.2, 103.7, 0.63, 0.06, 0.06, 0.93, 0.93, 1.07 , 4.34 , 0.5663318540526197
'J2134-0419', '2021-07-07', 'rv148', '64.0', '2277.75', 8.77, 3.12, 93.44, 1.11, 0.12, 0.12, 1., 1., 0.68 , 4.34 , 31.592716045066723
'J2134-0419', '2021-07-07', 'rv148', '64.0', '8635.75', 2.6, 1.01, 99.9, 0.4, 0.11, 0.11, 1., 1., 0.9 , 4.34 , 1.180932683645587
'J2217+0220', '1995-07-15', 'BB023', '16.0', '2266.89625', 8.35, 3.36, 92.94, 2.93, 0.52, 0.52, 1., 1., 0.56 , 3.57 , 178.1606333866533
'J2217+0220', '1995-07-15', 'BB023', '16.0', '8336.89625', 2.27, 0.9, 93.1, 1.28, 0.75, 0.75, 1., 1., 0.32 , 3.57 , 57.99072812008378
'J2217+0220', '1996-06-12', 'BK042', '64.0', '15363.24', 1.33, 0.69, 91.94, 0.14, 0.28, 0.25, 0.9, 0.9, 0.18 , 3.57 , 18.92250807725419
'J2217+0220', '1998-06-05', 'BG077', '64.0', '15331.724375', 1.62, 0.67, 102.6, 0.35, 0.14, 0.11, 0.75, 0.75, 0.22 , 3.57 , 5.351807845612717
'J2217+0220', '2011-09-01', 'bc196ze', '128.0', '8354.99', 2.24, 0.98, 91.44, 0.45, 0.15, 0.11, 0.77, 0.77, 0.24 , 3.57 , 16.172864165324572
'J2217+0220', '2013-07-24', 'rv100', '32.0', '2305.49', 11.88, 4.68, 84.9, 3.3, 0.1, 0.1, 1., 1., 1.33 , 3.57 , 5.800114909388126
'J2217+0220', '2013-07-24', 'rv100', '32.0', '8642.24', 3.78, 1.44, 90.44, 0.64, 0.11, 0.1, 0.95, 0.95, 0.73 , 3.57 , 1.4195161845868645
'J2217+0220', '2015-12-27', 'bp192d12', '256.0', '4344.0', 4.75, 2.21, 88.06, 0.87, 0.12, 0.12, 1., 1., 1.18 , 3.57 , 2.5406731268577603
'J2217+0220', '2015-12-27', 'bp192d12', '256.0', '7624.0', 2.77, 1.17, 87.6, 0.29, 0.14, 0.11, 0.83, 0.83, 0.17 , 3.57 , 37.37981328804956
'J2217+0220', '2016-07-16', 's7104b02', '256.0', '7624.0', 2.65, 1.08, 96.75, 0.24, 0.16, 0.13, 0.84, 0.84, 0.14 , 3.57 , 68.60069220794506
'J2217+0220', '2016-08-29', 'bp192j6', '256.0', '4344.0', 7.09, 2.07, 106.8, 0.88, 0.14, 0.14, 1., 1., 0.99 , 3.57 , 4.075472392030356
'J2217+0220', '2016-08-29', 'bp192j6', '256.0', '7624.0', 4.05, 1.17, 107.25, 0.45, 0.16, 0.14, 0.87, 0.87, 0.58 , 3.57 , 3.879792365855239
'J2217+0220', '2018-04-01', 'bs264a2', '128.0', '2276.0', 8.95, 3.73, 89.44, 4.01, 0.12, 0.12, 1., 1., 0.82 , 3.57 , 19.024433805695537
'J2217+0220', '2018-04-01', 'bs264a2', '384.0', '8652.0', 2.28, 0.97, 87.44, 0.33, 0.17, 0.15, 0.87, 0.87, 0.09 , 3.57 , 150.48531893477926
'J2217+0220', '2018-08-14', 'bp222c2', '128.0', '2276.0', 9.23, 4.21, 89.7, 5.06, 0.11, 0.11, 1., 1., 0.8 , 3.57 , 18.019955472513846
'J2217+0220', '2018-08-14', 'bp222c2', '384.0', '8652.0', 2.23, 1.03, 92.1, 0.47, 0.16, 0.16, 1., 1., 0.4 , 3.57 , 7.1949862002717895
'J2217+0220', '2020-11-18', 'rv144', '64.0', '2315.25', 8.89, 2.87, 98.4, 2.09, 0.11, 0.11, 1., 1., 1.2 , 3.57 , 8.21772193560753
'J2217+0220', '2020-11-18', 'rv144', '64.0', '8635.75', 1.6, 0.68, 94.2, 0.48, 0.22, 0.2, 0.91, 0.91, 0.17 , 3.57 , 54.507252866474296
'J2219-2719', '2006-12-18', 'BP133', '32.0', '2309.474375', 8.69, 3.3, 91.3, 1.29, 0.19, 0.19, 1., 1., 2.27 , 3.63 , 3.859151257012355
'J2219-2719', '2006-12-18', 'BP133', '32.0', '8646.224375', 9.33, 3.62, 74.8, 0.77, 0.05, 0.05, 1., 1., 1.66 , 3.63 , 0.12830985954509386
'J2219-2719', '2014-05-31', 'bg219b', '128.0', '2276.0', 8.43, 3.33, 94.94, 0.97, 0.23, 0.23, 1., 1., 2.89 , 3.63 , 2.946927990087852
'J2219-2719', '2014-05-31', 'BG219B1', '384.0', '8667.875', 2.61, 1.05, 91., 0.44, 0.09, 0.09, 1., 1., 0.96 , 3.63 , 0.7116844199480932
'J2219-2719', '2017-07-16', 'UF001N', '384.0', '8667.875', 2.12, 0.79, 93.44, 0.51, 0.11, 0.07, 0.63, 0.63, 0.39 , 3.63 , 3.4193881298399336
'J2219-2719', '2017-07-16', 'UF001N', '384.0', '8667.875', 2.54, 0.98, 93.56, 0.51, 0.06, 0.04, 0.72, 0.72, 0.43 , 3.63 , 1.6597802845916931
'J2219-2719', '2017-07-16', 'uf001n', '96.0', '2252.0', 8.2, 3.02, 95.3, 1.34, 0.22, 0.22, 1., 1., 2.5 , 3.63 , 3.9268062485182273
'J2219-2719', '2018-08-10', 'ug002o', '384.0', '8652.0', 2.19, 0.87, 89.9, 0.31, 0.11, 0.06, 0.49, 0.49, 0.11 , 3.63 , 34.454948118132855
'J2219-2719', '2018-08-10', 'ug002o', '384.0', '8652.0', 2.37, 0.95, 89.1, 0.42, 0.09, 0.09, 1., 1., 0.76 , 3.63 , 1.187844560501677
'J2219-2719', '2018-08-10', 'ug002o', '96.0', '2252.0', 8.81, 3.4, 92.9, 0.96, 0.21, 0.21, 1., 1., 2.38 , 3.63 , 4.105530777914433
'J2225+2040', '2020-12-03', 'br235j', '256.0', '4344.0', 4.52, 1.94, 80.2, 0.52, 0.14, 0.11, 0.8, 0.8, 0.44 , 3.56 , 17.659379744091513
'J2225+2040', '2020-12-03', 'br235j', '256.0', '7624.0', 2.68, 1.22, 81., 0.43, 0.06, 0.04, 0.66, 0.66, 0.44 , 3.56 , 1.814282209616294
'J2248-0541', '1997-05-07', 'BB023', '32.0', '2269.474375', 8.92, 3.63, 94.7, 1.58, 0.2, 0.2, 1., 1., 2.29 , 3.29 , 3.8162166648388847
'J2248-0541', '1997-05-07', 'BB023', '32.0', '8339.474375', 2.29, 0.95, 92.44, 0.7, 0.15, 0.14, 0.92, 0.92, 0.71 , 3.29 , 2.024995435790927
'J2248-0541', '2014-01-04', 'bg219a', '128.0', '2276.0', 12.24, 4.45, 92.3, 0.65, 0.09, 0.09, 1., 1., 0.37 , 3.29 , 64.0587095582057
'J2248-0541', '2014-01-04', 'bg219a', '384.0', '8652.0', 3.25, 1.29, 87.6, 0.55, 0.07, 0.07, 1., 1., 0.18 , 3.29 , 15.225339617558264
'J2248-0541', '2017-05-31', 'uf001j', '384.0', '8652.0', 2.22, 0.93, 91.56, 0.3, 0.09, 0.08, 0.89, 0.89, 0.88 , 3.29 , 0.74357378420896
'J2248-0541', '2017-05-31', 'uf001j', '96.0', '2252.0', 8.67, 3.55, 92.94, 1.16, 0.17, 0.17, 1., 1., 4.12 , 3.29 , 1.0452412316186928
'J2248-0541', '2018-07-05', 'ug002l', '384.0', '8652.0', 2.15, 0.9, 89.3, 0.34, 0.07, 0.06, 0.89, 0.89, 0.86 , 3.29 , 0.5539057486060449
'J2248-0541', '2018-07-05', 'ug002l', '96.0', '2252.0', 8.74, 3.26, 95.44, 0.89, 0.09, 0.09, 1., 1., 3.21 , 3.29 , 0.892138267569528
'J2251+2217', '2014-02-03', 'bp177f', '256.0', '4344.0', 4.68, 2.21, 67.44, 0.35, 0.1, 0.1, 1., 1., 0.3 , 3.66 , 31.598162955284728
'J2251+2217', '2014-02-03', 'bp177f', '256.0', '7624.0', 2.69, 1.26, 66.8, 0.29, 0.07, 0.07, 1., 1., 0.25 , 3.66 , 10.194159449676464
'J2314+0201', '2019-07-29', 'bp242d', '256.0', '4344.0', 8.9, 3.13, 107.44, 0.6, 0.06, 0.05, 0.85, 0.85, 2.17 , 4.11 , 0.33443208099409416
'J2314+0201', '2019-07-29', 'bp242d', '256.0', '7624.0', 4.82, 1.84, 107.9, 0.68, 0.04, 0.04, 1., 1., 1.29 , 4.11 , 0.25903724849673976
'J2316-3349', '2002-01-31', 'BF071', '32.0', '2301.974375', 8.41, 3.33, 90.2, 1.1, 0.45, 0.45, 1., 1., 1.55 , 3.1 , 17.689894609222733
'J2316-3349', '2002-01-31', 'BF071', '32.0', '8645.724375', 2.58, 0.81, 91.94, 0.84, 0.12, 0.12, 1., 1., 0.14 , 3.1 , 37.3271373228979
'J2316-3349', '2010-12-26', 's3111b', '128.0', '8645.9275', 2.58, 0.95, 85.9, 0.57, 0.14, 0.14, 1., 1., 0.76 , 3.1 , 1.5943048062747773
'J2316-3349', '2018-04-29', 'ug002f', '384.0', '8652.0', 2.9, 0.94, 96.1, 0.3, 0.18, 0.18, 1., 1., 0.77 , 3.1 , 1.9665379118171598
'J2316-3349', '2018-04-29', 'ug002f', '96.0', '2252.0', 10.8, 3.36, 98.4, 0.72, 0.54, 0.54, 1., 1., 1.21 , 3.1 , 36.31186501771087
'J2316-3349', '2018-09-19', 'sb072a6', '256.0', '4344.0', 11.08, 2.78, 98.9, 0.45, 0.15, 0.15, 1., 1., 0.49 , 3.1 , 17.141048972573998
'J2316-3349', '2018-09-19', 'sb072a6', '256.0', '7624.0', 5.69, 1.33, 93.5, 0.42, 0.08, 0.08, 1., 1., 1.01 , 3.1 , 0.6986197925712635
'J2321-0827', '1997-05-07', 'BB023', '32.0', '2269.474375', 8.49, 3.66, 89.94, 1.51, 0.29, 0.29, 1., 1., 0.54 , 3.16 , 98.39287386301099
'J2321-0827', '1997-05-07', 'BB023', '32.0', '8339.474375', 2.28, 0.97, 92.2, 0.69, 0.15, 0.15, 1., 1., 0.34 , 3.16 , 9.641533844182055
'J2321-0827', '2017-06-10', 'UF001K', '128.0', '2291.875', 8.89, 3.4, 94.8, 0.71, 0.14, 0.12, 0.91, 0.91, 1.3 , 3.16 , 7.121943849797021
'J2321-0827', '2017-06-10', 'UF001K', '384.0', '8667.875', 2.16, 0.94, 90.7, 0.18, 0.2, 0.2, 1., 1., 0.3 , 3.16 , 14.873637939690234
'J2321-0827', '2018-07-31', 'ug002n', '384.0', '8652.0', 2.12, 0.82, 95.56, 0.2, 0.12, 0.12, 1., 1., 0.31 , 3.16 , 8.522818654153841
'J2321-0827', '2018-07-31', 'ug002n', '96.0', '2252.0', 8.33, 3.07, 95.6, 0.78, 0.19, 0.19, 1., 1., 0.83 , 3.16 , 27.17987391074623
'J2344+3433', '2016-08-14', 'bp192i6', '256.0', '4344.0', 4.21, 2.68, 101.44, 0.37, 0.06, 0.06, 1., 1., 1.29 , 3.05 , 0.9034107811784672
'J2344+3433', '2016-08-14', 'bp192i6', '256.0', '7624.0', 2.44, 1.59, 98.44, 0.39, 0.03, 0.03, 1., 1., 1.12 , 3.05 , 0.21694817599965469
